Semana|Articulo|Unidades|Venta_Pesos|Num_Tiendas|Cant_Tickets
20190220|Art_09|32367|645769.9114|1|5.34
20200527|Art_09|73835|1385917.7602|1.09|1.39
20200909|Art_09|47631|919822.0038|1.08|4.38
20190807|Art_09|100748|1804317.0404|1|5.64
20190814|Art_09|90705|1627205.4316|1|5.49
20210210|Art_09|36668|813554.69|1.17|4.58
20200205|Art_09|28337|602639.5792|1.07|5.11
20210526|Art_09|119439|2208046.9201|1.16|4.76
20210120|Art_09|66357|1211775.8472|1.17|4.5
20190605|Art_09|92026|1630822.6626|1|5.61
20200226|Art_09|60880|1232747.7619|1.06|5.06
20200916|Art_09|65252|1196434.0712|1.08|4.47
20201216|Art_09|30397|676212.02|1.09|4.64
20200923|Art_09|66356|1218678.1756|1.08|4.45
20200819|Art_09|56300|1107125.1748|1.09|4.64
20201021|Art_09|53467|941330.2674|1.09|4.7
20200115|Art_09|62192|1131808.6017|1.11|5.31
20200715|Art_09|114061|2068422.52|1.09|4.54
20210714|Art_09|69427|1516513.8884|1.16|4.86
20191016|Art_09|51378|918896.2395|1|5.33
20190123|Art_09|40184|728654.6439|1|5.04
20200930|Art_09|69377|1276229.2334|1.08|4.57
20190227|Art_09|63426|1090862.5654|1|5.12
20200624|Art_09|47809|987466.5158|1.09|4.45
20210421|Art_09|63098|1374279.2321|1.17|5.08
20200729|Art_09|78352|1418035.5924|1.09|4.34
20210505|Art_09|123777|2283439.5601|1.16|4.4
20201014|Art_09|50412|981621.5811|1.09|4.58
20201209|Art_09|26130|581645.93|1.09|3.84
20190612|Art_09|109438|1942831.5685|1|5.54
20190731|Art_09|87535|1570463.4615|1|5.45
20190626|Art_09|59039|1263679.9699|1|5.49
20210224|Art_09|58774|1099316.0609|1.17|4.53
20190327|Art_09|52200|979436.7906|1|5.18
20200902|Art_09|50752|988655.9674|1.09|3.49
20210616|Art_09|129791|2403996.123|1.16|5.02
20201223|Art_09|32312|718353.71|1.09|4.74
20201230|Art_09|31286|696307.73|1.09|4.37
20210331|Art_09|54554|1210416.7402|1.17|5.15
20200826|Art_09|50131|977434.1201|1.09|4.54
20200108|Art_09|61565|1122054.7955|1.11|5.19
20200805|Art_09|90535|1647232.6262|1.09|2.77
20191009|Art_09|61474|1141023.5961|1|5.33
20190619|Art_09|64117|1370299.4395|1|5.67
20200812|Art_09|81760|1487727.4142|1.09|4.45
20190529|Art_09|100686|1776138.667|1|5.5
20191023|Art_09|48619|867491.2301|1|5.26
20190904|Art_09|48848|1046480.0702|1|5.57
20190515|Art_09|55594|1164258.4726|1|5.54
20190403|Art_09|54519|1059946.9765|1|5.44
20191120|Art_09|31334|668244.76|1.07|5.49
20210303|Art_09|73197|1374285.759|1.17|4.31
20201202|Art_09|35137|687604.534|1.09|3.68
20190424|Art_09|49200|1052055.43|1|5.37
20201028|Art_09|44231|859363.5808|1.09|4.46
20210519|Art_09|114714|2122983.7066|1.16|5.01
20200506|Art_09|52185|1071339.1717|1.05|2.72
20210428|Art_09|119123|2195479.174|1.17|5
20210407|Art_09|50622|1127854.6199|1.17|4.99
20200701|Art_09|44465|914890.8865|1.09|3.88
20200422|Art_09|31401|689670.0165|1.09|4.25
20210310|Art_09|69267|1302333.9793|1.17|4.8
20191204|Art_09|33713|704147.12|1.07|4.66
20190918|Art_09|71677|1327487.2901|1|5.51
20190911|Art_09|40895|866012.0482|1|5.27
20190109|Art_09|43773|783012.4287|1|4.93
20190213|Art_09|22942|463732.56|1|5
20190717|Art_09|96089|1729504.6545|1|5.57
20200415|Art_09|31816|659214.273800001|1.06|4.09
20190410|Art_09|46480|992637.8001|1|5.37
20201007|Art_09|68749|1271345.0097|1.09|4.68
20190116|Art_09|38839|694811.2599|1|4.98
20190821|Art_09|61113|1308210.4008|1|5.67
20190306|Art_09|77608|1335739.7759|1|5.5
20190724|Art_09|87957|1579052.1303|1|5.38
20190522|Art_09|101611|1806128.341|1|5.61
20190710|Art_09|59136|1250842.0405|1|5.5
20210317|Art_09|79382|1499745.8124|1.17|5
20201118|Art_09|39261|768553.9963|1.09|4.62
20200122|Art_09|54202|1010161.1035|1.11|5.35
20200708|Art_09|53809|1090398.919|1.09|3.12
20191211|Art_09|33704|704041.98|1.07|5.56
20210707|Art_09|63574|1419282.08|1.16|3.58
20190925|Art_09|65015|1202831.0368|1|5.27
20210113|Art_09|62182|1127927.499|1.17|4.29
20190320|Art_09|70224|1236906.1279|1|5.26
20200101|Art_09|31203|654337.3501|1.07|4.72
20191127|Art_09|31238|657122.18|1.07|4.64
20210127|Art_09|65016|1191144.5145|1.17|4.25
20201104|Art_09|39217|763866.6656|1.09|3.35
20210324|Art_09|45678|1012180.0792|1.17|4.47
20191113|Art_09|31589|673108.76|1.07|5.26
20191002|Art_09|61454|1136523.4569|1|5.42
20200318|Art_09|68410|1389626.9349|1.06|5.26
20200325|Art_09|31340|694417.7803|1.07|4.71
20200408|Art_09|27849|617903.96|1.09|3.79
20190417|Art_09|49380|1051885.0301|1|5.6
20191218|Art_09|36455|762195.29|1.07|5.33
20191225|Art_09|33481|703033.11|1.07|5.54
20190508|Art_09|50654|1079354.61|1|5.55
20200805|Art_10|31581|581467.39|1.09|2.77
20200701|Art_10|29478|540187.46|1.09|3.88
20190306|Art_10|86040|1229972.9115|1|5.5
20200311|Art_10|40990|695918.6841|1.06|5.05
20200930|Art_10|27656|509777.02|1.08|4.57
20200715|Art_10|34712|639003.09|1.09|4.54
20200401|Art_10|33457|608201.82|1.06|3.96
20200101|Art_10|37384|635721.31|1.07|4.72
20190918|Art_10|47169|780521.19|1|5.51
20190612|Art_10|79498|1310588.88|1|5.54
20210421|Art_10|37199|676824.05|1.17|5.08
20200909|Art_10|27367|504355.18|1.08|4.38
20200422|Art_10|30710|558106.26|1.09|4.25
20210616|Art_10|36563|666235.63|1.16|5.02
20190710|Art_10|79653|1258288.0401|1|5.5
20200826|Art_10|29912|551412.67|1.09|4.54
20191009|Art_10|39864|658147.05|1|5.33
20190703|Art_10|77242|1221276.47|1|5.63
20201014|Art_10|28784|529106.2|1.09|4.58
20190925|Art_10|41368|681990.04|1|5.27
20190515|Art_10|77954|1265480.53|1|5.54
20190814|Art_10|60756|1005010.31|1|5.49
20210317|Art_10|33845|612954.64|1.17|5
20201111|Art_10|23189|421672.71|1.09|4.47
20200624|Art_10|31285|573444.02|1.09|4.45
20190807|Art_10|65640|1088420.16|1|5.64
20210623|Art_10|34193|623505.74|1.16|4.95
20200304|Art_10|45638|774560.7501|1.06|4.37
20210303|Art_10|29520|535891.61|1.17|4.31
20191225|Art_10|38221|647803.95|1.07|5.54
20191030|Art_10|33837|558127.11|1|5.12
20190626|Art_10|83014|1309603.9003|1|5.49
20200506|Art_10|29554|540594.19|1.05|2.72
20210707|Art_10|32658|595606.85|1.16|3.58
20190529|Art_10|78575|1293427.9|1|5.5
20200226|Art_10|41714|708528.0979|1.06|5.06
20200318|Art_10|50181|850467.9564|1.06|5.26
20191023|Art_10|35512|585440.54|1|5.26
20191113|Art_10|35609|587549.06|1.07|5.26
20190417|Art_10|67474|1094557.05|1|5.6
20210407|Art_10|34525|630047.53|1.17|4.99
20210414|Art_10|39736|723470.18|1.17|5.08
20200205|Art_10|30233|612578.55|1.07|5.11
20190410|Art_10|60461|981281.74|1|5.37
20190724|Art_10|61706|1027006.89|1|5.38
20210324|Art_10|29541|537110.91|1.17|4.47
20200603|Art_10|27823|510792.12|1.09|3.43
20191016|Art_10|39329|648860.22|1|5.33
20201104|Art_10|24089|438161.66|1.09|3.35
20210630|Art_10|29758|543109.52|1.16|4.9
20191002|Art_10|38923|641578.07|1|5.42
20190508|Art_10|74154|1201923.28|1|5.55
20200513|Art_10|25409|465729.92|1.07|3.19
20190717|Art_10|71040|1181636.2623|1|5.57
20210714|Art_10|34096|608445.56|1.16|4.86
20190313|Art_10|87011|1235370.4205|1|5.25
20200722|Art_10|33295|611609.54|1.09|4.56
20210602|Art_10|44452|807844.03|1.16|5.23
20190320|Art_10|76460|1089333.8633|1|5.26
20201230|Art_10|22446|408426.16|1.09|4.37
20190424|Art_10|73439|1198156.39|1|5.37
20201021|Art_10|29053|534987.72|1.09|4.7
20191106|Art_10|34532|571879.19|1|4.99
20201028|Art_10|26939|494885.71|1.09|4.46
20200819|Art_10|31487|579880.97|1.09|4.64
20190828|Art_10|52925|874567.71|1|5.38
20200429|Art_10|28876|527460.07|1.09|4.13
20190619|Art_10|86544|1365295.9324|1|5.67
20210113|Art_10|17261|314485.26|1.17|4.29
20190403|Art_10|58968|954937.43|1|5.44
20201216|Art_10|21716|394823.48|1.09|4.64
20191120|Art_10|38089|629129.26|1.07|5.49
20200617|Art_10|30258|554523.99|1.09|4.54
20210428|Art_10|38426|699000.72|1.17|5
20200325|Art_10|34274|623402.8799|1.07|4.71
20190220|Art_10|58261|936705.3159|1|5.34
20191204|Art_10|41392|698264.17|1.07|4.66
20210505|Art_10|40234|732310.74|1.16|4.4
20201118|Art_10|24939|453474.23|1.09|4.62
20210203|Art_10|20694|376341.66|1.17|3.94
20210127|Art_10|20416|371244.3|1.17|4.25
20190213|Art_10|42306|686273.38|1|5
20190227|Art_10|71311|1026300.1059|1|5.12
20201202|Art_10|22036|400524.26|1.09|3.68
20200219|Art_10|39076|709596.6288|1.07|5.28
20190501|Art_10|71640|1162915.47|1|5.51
20190130|Art_10|40377|657156.83|1|4.97
20200916|Art_10|26738|491417.51|1.08|4.47
20200115|Art_10|35522|602108.28|1.11|5.31
20210310|Art_10|27407|498030.4999|1.17|4.8
20201223|Art_10|24051|437675.84|1.09|4.74
20210519|Art_10|37407|681589.0899|1.16|5.01
20191211|Art_10|39857|674568.99|1.07|5.56
20190605|Art_10|68008|1121277.62|1|5.61
20190116|Art_10|38190|620197.24|1|4.98
20210331|Art_10|37280|678291.05|1.17|5.15
20210120|Art_10|18009|327840.64|1.17|4.5
20201209|Art_10|18265|332167.38|1.09|3.84
20201125|Art_10|21636|393891.36|1.09|4.46
20200108|Art_10|36173|616094.3|1.11|5.19
20191218|Art_10|40490|685827.7|1.07|5.33
20200610|Art_10|32927|603880.06|1.09|4.46
20190206|Art_10|49419|804221.28|1|5.23
20210106|Art_10|23405|426394.95|1.17|4.79
20210210|Art_10|22889|416116.08|1.17|4.58
20200729|Art_10|28122|516965.4|1.09|4.34
20190821|Art_10|64199|1060456.37|1|5.67
20190327|Art_10|53737|871951.9997|1|5.18
20200408|Art_10|29234|531593.95|1.09|3.79
20210512|Art_10|38482|701420.36|1.16|5.07
20200923|Art_10|25547|470991.93|1.08|4.45
20190911|Art_10|45334|749315.79|1|5.27
20200212|Art_10|33157|612945.47|1.08|4.57
20201007|Art_10|25782|474691.93|1.09|4.68
20200902|Art_10|31779|583749.05|1.09|3.49
20210224|Art_10|22349|406885.22|1.17|4.53
20200415|Art_10|28955|525628.1|1.06|4.09
20200812|Art_10|29344|541399.38|1.09|4.45
20190731|Art_10|60441|1005855.39|1|5.45
20200122|Art_10|33442|566540.46|1.11|5.35
20200527|Art_10|31820|581692.32|1.09|1.39
20190522|Art_10|83543|1374261.64|1|5.61
20210217|Art_10|19555|355810.65|1.17|4.5
20210609|Art_10|41466|753067.29|1.16|5.03
20210526|Art_10|40113|729890.05|1.16|4.76
20200129|Art_10|30888|523509.79|1.11|5.28
20200708|Art_10|32331|593541.41|1.09|3.12
20190904|Art_10|53950|890450.34|1|5.57
20190109|Art_10|44584|725815.78|1|4.93
20191127|Art_10|37870|634773.39|1.07|4.64
20200520|Art_10|32641|597352.53|1.09|1
20190123|Art_10|42092|684888.96|1|5.04
20190925|Art_11|122542|3298927.5|1|5.27
20210407|Art_11|246230|5524677.0007|1.17|4.99
20210317|Art_11|161651|4361922.5006|1.17|5
20191002|Art_11|117240|3153920.7|1|5.42
20210210|Art_11|160751|3609824.4999|1.17|4.58
20210331|Art_11|239115|5395754.5001|1.17|5.15
20190626|Art_11|199752|4827736.2001|1|5.49
20210609|Art_11|230248|6326189.94|1.16|5.03
20201216|Art_11|153125|3396264.8191|1.09|4.64
20191030|Art_11|107776|2871084.1|1|5.12
20201223|Art_11|167355|3708057.321|1.09|4.74
20200415|Art_11|129329|2945862.5003|1.06|4.09
20200212|Art_11|140925|3231528.9996|1.08|4.57
20210224|Art_11|116324|3183249.75|1.17|4.53
20210120|Art_11|106026|2906061.83|1.17|4.5
20190417|Art_11|139414|3752800.9|1|5.6
20210623|Art_11|318625|7146093.0907|1.16|4.95
20210414|Art_11|282670|6335362.2504|1.17|5.08
20190828|Art_11|163977|3957549.8998|1|5.38
20190515|Art_11|182007|4431165.5003|1|5.54
20191120|Art_11|136674|3191205.8|1.07|5.49
20200715|Art_11|185803|5052282.5|1.09|4.54
20190918|Art_11|142790|3550643.9|1|5.51
20190731|Art_11|154403|4171585.8|1|5.45
20190619|Art_11|205408|4980857.7989|1|5.67
20200513|Art_11|112348|3024990.5|1.07|3.19
20190710|Art_11|191033|4623888|1|5.5
20201202|Art_11|136486|3109391.8198|1.09|3.68
20191218|Art_11|152883|3559889.6002|1.07|5.33
20190227|Art_11|94103|2508056|1|5.12
20201028|Art_11|131732|3618458.4205|1.09|4.46
20200226|Art_11|114964|3117201.5|1.06|5.06
20200101|Art_11|134404|3099218.3001|1.07|4.72
20190213|Art_11|103914|2413331.5|1|5
20200205|Art_11|133145|3052805.1001|1.07|5.11
20190703|Art_11|195928|4733750.4|1|5.63
20200805|Art_11|168186|4586249.5|1.09|2.77
20190807|Art_11|168090|4534552.5|1|5.64
20210428|Art_11|194630|5325447.9999|1.17|5
20210203|Art_11|150441|3392114.1596|1.17|3.94
20210421|Art_11|260681|5848883.7503|1.17|5.08
20210127|Art_11|108596|2923808.7402|1.17|4.25
20200624|Art_11|199918|4444246.5026|1.09|4.45
20190814|Art_11|156781|4184863.8|1|5.49
20190501|Art_11|174592|4248031.6|1|5.51
20190130|Art_11|100009|2338122.5|1|4.97
20190327|Art_11|103290|2831803.5|1|5.18
20210512|Art_11|207666|5706663.75|1.16|5.07
20200902|Art_11|204800|4643309.5007|1.09|3.49
20201125|Art_11|137271|3132309.2802|1.09|4.46
20190410|Art_11|126490|3440192.1|1|5.37
20210324|Art_11|193871|4408656.0001|1.17|4.47
20200610|Art_11|146103|3884848.5|1.09|4.46
20200527|Art_11|125095|3357467|1.09|1.39
20200318|Art_11|137458|3697297.0003|1.06|5.26
20190724|Art_11|150596|4068242.4|1|5.38
20201111|Art_11|135274|3130138.3004|1.09|4.47
20190508|Art_11|182983|4452502.3|1|5.55
20210310|Art_11|135175|3702637|1.17|4.8
20201104|Art_11|122450|3309316.2599|1.09|3.35
20201014|Art_11|141700|3881036.6|1.09|4.58
20200729|Art_11|145552|3965032|1.09|4.34
20200304|Art_11|121392|3293079|1.06|4.37
20200115|Art_11|103262|2800318.5|1.11|5.31
20200311|Art_11|112489|3052585.5|1.06|5.05
20210526|Art_11|209555|5753790.66|1.16|4.76
20190424|Art_11|171393|4180750.7|1|5.37
20191106|Art_11|126879|2987929.5001|1|4.99
20190904|Art_11|172707|4165314.8|1|5.57
20190717|Art_11|171706|4627868.6|1|5.57
20190403|Art_11|117278|3199192.7|1|5.44
20210505|Art_11|206494|5658281|1.16|4.4
20191113|Art_11|132892|3104058.4|1.07|5.26
20210714|Art_11|290566|6490234.9959|1.16|4.86
20210217|Art_11|134728|3029708.5001|1.17|4.5
20191225|Art_11|153552|3554703.4008|1.07|5.54
20191127|Art_11|131313|3073875.6013|1.07|4.64
20200701|Art_11|198706|4396709.5006|1.09|3.88
20200219|Art_11|158539|3647823.5|1.07|5.28
20200617|Art_11|180163|4046711.4995|1.09|4.54
20191204|Art_11|140477|3289538.4005|1.07|4.66
20191023|Art_11|110528|2972291.5|1|5.26
20190605|Art_11|153244|4122511|1|5.61
20190306|Art_11|113951|3034953|1|5.5
20201230|Art_11|169057|3691656.3187|1.09|4.37
20190529|Art_11|166378|4485265.5|1|5.5
20200325|Art_11|138911|3235343.0004|1.07|4.71
20190109|Art_11|87846|2348659|1|4.93
20190821|Art_11|190011|4589850.8002|1|5.67
20210113|Art_11|96119|2629433.33|1.17|4.29
20200520|Art_11|126033|3396577.5|1.09|1
20190313|Art_11|112433|2994721.5|1|5.25
20190220|Art_11|127896|2982763|1|5.34
20191211|Art_11|143141|3338704.4004|1.07|5.56
20191016|Art_11|116299|3130208.9|1|5.33
20191009|Art_11|123600|3327493|1|5.33
20210106|Art_11|174010|3802602.6614|1.17|4.79
20200122|Art_11|101672|2722323.85|1.11|5.35
20200826|Art_11|209851|4752463.499|1.09|4.54
20200916|Art_11|132111|3607636.16|1.08|4.47
20200923|Art_11|129556|3547572.81|1.08|4.45
20210630|Art_11|267803|5969802.5399|1.16|4.9
20200909|Art_11|194870|4404396.491|1.08|4.38
20210616|Art_11|242011|6526980.49|1.16|5.02
20201209|Art_11|130255|2906476.4805|1.09|3.84
20200422|Art_11|143296|3267995.4998|1.09|4.25
20210602|Art_11|231319|6354672.61|1.16|5.23
20190206|Art_11|118884|2766720.5|1|5.23
20190320|Art_11|103618|2847067|1|5.26
20200812|Art_11|159425|4279235.4996|1.09|4.45
20200708|Art_11|225026|4961601.9985|1.09|3.12
20200819|Art_11|215377|4910581.5011|1.09|4.64
20210707|Art_11|284279|6404492.0191|1.16|3.58
20200108|Art_11|101968|2771924.9|1.11|5.19
20210519|Art_11|206117|5672841.61|1.16|5.01
20200408|Art_11|131412|3015609.0003|1.09|3.79
20200722|Art_11|169272|4609836|1.09|4.56
20190116|Art_11|78268|2092004|1|4.98
20201021|Art_11|147289|4041060.4802|1.09|4.7
20190123|Art_11|85081|2248101.5|1|5.04
20200603|Art_11|119034|3196694|1.09|3.43
20200129|Art_11|129765|2993282.5491|1.11|5.28
20200429|Art_11|129251|3485362.5|1.09|4.13
20201007|Art_11|141529|3873180.1201|1.09|4.68
20200930|Art_11|137402|3765908.61|1.08|4.57
20190911|Art_11|145908|3525594.4|1|5.27
20190612|Art_11|189797|5054611.2|1|5.54
20210303|Art_11|142246|3896034.75|1.17|4.31
20190522|Art_11|171239|4610301.1|1|5.61
20200401|Art_11|145364|3347172.9996|1.06|3.96
20201118|Art_11|148813|3411626.7894|1.09|4.62
20200506|Art_11|130431|3513508.5|1.05|2.72
20210421|Art_12|19346|513540.3794|1.17|5.08
20201202|Art_12|9827|252578.63|1.09|3.68
20200101|Art_12|9108|209338.55|1.07|4.72
20210602|Art_12|24676|660280.27|1.16|5.23
20190220|Art_12|13489|332723.9515|1|5.34
20200513|Art_12|12515|292060.6681|1.07|3.19
20210317|Art_12|17903|431134.7186|1.17|5
20210414|Art_12|19183|513605.06|1.17|5.08
20201230|Art_12|9912|254288.32|1.09|4.37
20210217|Art_12|8630|229473.3695|1.17|4.5
20190724|Art_12|18060|437617.08|1|5.38
20200311|Art_12|11037|261390.7912|1.06|5.05
20190313|Art_12|17456|402983.6306|1|5.25
20200708|Art_12|16973|394874.9377|1.09|3.12
20191106|Art_12|9563|230952.71|1|4.99
20210630|Art_12|22645|533057.1089|1.16|4.9
20190227|Art_12|13681|316396.0688|1|5.12
20210210|Art_12|10405|279426.31|1.17|4.58
20201216|Art_12|9308|239145.86|1.09|4.64
20210519|Art_12|27826|654412.8367|1.16|5.01
20190522|Art_12|23051|562813.8902|1|5.61
20200624|Art_12|15962|371257.0388|1.09|4.45
20200304|Art_12|12371|294222.1994|1.06|4.37
20210303|Art_12|15859|384333.0489|1.17|4.31
20210407|Art_12|17376|464329.77|1.17|4.99
20210623|Art_12|26260|624741.1661|1.16|4.95
20190327|Art_12|13261|324913.03|1|5.18
20210512|Art_12|29389|690326.5038|1.16|5.07
20210331|Art_12|18264|490314.55|1.17|5.15
20200805|Art_12|14498|372460.35|1.09|2.77
20210707|Art_12|23061|543019.0073|1.16|3.58
20201111|Art_12|8417|215611.94|1.09|4.47
20210127|Art_12|11212|270401.8398|1.17|4.25
20191030|Art_12|9848|238397.74|1|5.12
20200422|Art_12|10219|259745.2|1.09|4.25
20190123|Art_12|8865|219978.3|1|5.04
20190306|Art_12|18399|425726.298|1|5.5
20210526|Art_12|21704|580575.3299|1.16|4.76
20210310|Art_12|14612|353260.3413|1.17|4.8
20190925|Art_12|16485|373019.0408|1|5.27
20190619|Art_12|30514|681238.2273|1|5.67
20200527|Art_12|12597|323041.41|1.09|1.39
20200219|Art_12|10128|257575.9495|1.07|5.28
20210224|Art_12|12148|295672.8097|1.17|4.53
20210428|Art_12|26581|629447.1428|1.17|5
20200205|Art_12|7745|218439.65|1.07|5.11
20190612|Art_12|23685|570155.2912|1|5.54
20201223|Art_12|10425|268301.68|1.09|4.74
20190605|Art_12|19140|465864.55|1|5.61
20200819|Art_12|15455|401888.76|1.09|4.64
20201028|Art_12|10537|271419.33|1.09|4.46
20190130|Art_12|8849|220018.25|1|4.97
20200610|Art_12|14277|363581.4498|1.09|4.46
20190814|Art_12|18216|439297.8201|1|5.49
20210113|Art_12|9607|230857.7603|1.17|4.29
20200226|Art_12|11605|276657.7189|1.06|5.06
20190918|Art_12|19622|442866.989|1|5.51
20210609|Art_12|21582|578339.23|1.16|5.03
20190508|Art_12|26173|587206.5692|1|5.55
20200408|Art_12|8898|227983.23|1.09|3.79
20200902|Art_12|13797|357397.65|1.09|3.49
20190424|Art_12|27337|617617.7277|1|5.37
20210714|Art_12|23993|564932.4782|1.16|4.86
20201125|Art_12|9369|240023.88|1.09|4.46
20201007|Art_12|16034|371001.2521|1.09|4.68
20210106|Art_12|10698|271930.7201|1.17|4.79
20200909|Art_12|13552|349156.6494|1.08|4.38
20191002|Art_12|15480|348608.7431|1|5.42
20200701|Art_12|14932|346608.0677|1.09|3.88
20190320|Art_12|16521|377068.8179|1|5.26
20210505|Art_12|29649|699864.7388|1.16|4.4
20210120|Art_12|10830|262243.0282|1.17|4.5
20190703|Art_12|27871|618168.2091|1|5.63
20210616|Art_12|20765|554886.1593|1.16|5.02
20190213|Art_12|9324|230880.53|1|5
20200826|Art_12|13836|358954.5|1.09|4.54
20200617|Art_12|16018|372979.6872|1.09|4.54
20200916|Art_12|15507|360192.8364|1.08|4.47
20190828|Art_12|14696|353846.69|1|5.38
20190717|Art_12|21492|519475.7804|1|5.57
20190626|Art_12|27979|621841.2677|1|5.49
20200930|Art_12|15955|369153.7081|1.08|4.57
20200520|Art_12|12922|331039.2501|1.09|1
20200325|Art_12|9352|239982.3999|1.07|4.71
20200715|Art_12|16500|425174.9502|1.09|4.54
20190710|Art_12|26508|590105.1479|1|5.5
20201104|Art_12|9254|237161.68|1.09|3.35
20190807|Art_12|21125|509051.6|1|5.64
20200429|Art_12|14138|331222.8877|1.09|4.13
20200506|Art_12|15077|352107.2955|1.05|2.72
20190403|Art_12|15831|387899.13|1|5.44
20190417|Art_12|18638|456915.5808|1|5.6
20201014|Art_12|11830|306228.5297|1.09|4.58
20191211|Art_12|9640|234516.94|1.07|5.56
20191204|Art_12|9619|234145.62|1.07|4.66
20200923|Art_12|15280|354698.3712|1.08|4.45
20190501|Art_12|25400|568702.3132|1|5.51
20201021|Art_12|11970|308927.09|1.09|4.7
20200122|Art_12|7812|187660.01|1.11|5.35
20191218|Art_12|9921|239436.5|1.07|5.33
20200415|Art_12|8850|226806.47|1.06|4.09
20190911|Art_12|12774|308376.0302|1|5.27
20200401|Art_12|9863|253778.64|1.06|3.96
20210203|Art_12|9570|256705.77|1.17|3.94
20191009|Art_12|16204|363847.3369|1|5.33
20210324|Art_12|13355|357570.3498|1.17|4.47
20200812|Art_12|14247|366113.7|1.09|4.45
20190116|Art_12|8291|204189.44|1|4.98
20200212|Art_12|8148|210584.77|1.08|4.57
20201118|Art_12|10035|257446.19|1.09|4.62
20200108|Art_12|8566|205755.6|1.11|5.19
20191023|Art_12|10504|254373.38|1|5.26
20190410|Art_12|15498|378270.51|1|5.37
20190206|Art_12|10980|272606.14|1|5.23
20190515|Art_12|27304|613437.5181|1|5.54
20200318|Art_12|14518|342617.1348|1.06|5.26
20200115|Art_12|8112|194859.55|1.11|5.31
20200722|Art_12|15402|394543.88|1.09|4.56
20200603|Art_12|12152|310081.67|1.09|3.43
20190821|Art_12|19472|464373.12|1|5.67
20190731|Art_12|18929|456882.27|1|5.45
20201209|Art_12|7551|194462.05|1.09|3.84
20200129|Art_12|7733|185850.42|1.11|5.28
20190529|Art_12|21728|532004.44|1|5.5
20190904|Art_12|16007|386570.92|1|5.57
20191113|Art_12|9544|230438.55|1.07|5.26
20200729|Art_12|12374|317396.22|1.09|4.34
20190109|Art_12|9862|243211.66|1|4.93
20191225|Art_12|9884|231902.52|1.07|5.54
20191127|Art_12|9032|220178.29|1.07|4.64
20191120|Art_12|9681|234383.4902|1.07|5.49
20191016|Art_12|11287|272672.3198|1|5.33
20191225|Art_13|29180|609074.1|1.07|5.54
20201104|Art_13|28502|552960.1739|1.09|3.35
20190925|Art_13|52265|968355.6269|1|5.27
20200219|Art_13|29436|622552.1575|1.07|5.28
20210120|Art_13|50610|917505.277|1.17|4.5
20200212|Art_13|25287|534710.8284|1.08|4.57
20190327|Art_13|44796|837422.6798|1|5.18
20210421|Art_13|41402|901147.3881|1.17|5.08
20210609|Art_13|86388|1590609.3947|1.16|5.03
20210616|Art_13|88123|1628003.8298|1.16|5.02
20190626|Art_13|49859|1063930.6|1|5.49
20201021|Art_13|39352|668847.3327|1.09|4.7
20200617|Art_13|35460|729815.2565|1.09|4.54
20200513|Art_13|34934|712428.2974|1.07|3.19
20210707|Art_13|40736|909100.75|1.16|3.58
20210127|Art_13|49568|901542.9349|1.17|4.25
20200415|Art_13|23413|485107.2668|1.06|4.09
20190619|Art_13|54070|1152695.9399|1|5.67
20210526|Art_13|73872|1360119.6695|1.16|4.76
20200115|Art_13|52742|960630.9791|1.11|5.31
20210113|Art_13|46012|831134.8972|1.17|4.29
20190403|Art_13|47382|920972.0383|1|5.44
20210203|Art_13|24389|540986.3|1.17|3.94
20200520|Art_13|55069|1037522.3975|1.09|1
20191016|Art_13|41709|748030.7798|1|5.33
20201118|Art_13|27884|542611.1418|1.09|4.62
20200422|Art_13|23027|504184.3287|1.09|4.25
20200812|Art_13|62711|1138119.1197|1.09|4.45
20200916|Art_13|46463|850791.3736|1.08|4.47
20190410|Art_13|41092|875347.2|1|5.37
20190306|Art_13|68299|1171622.1466|1|5.5
20190529|Art_13|85421|1506840.1384|1|5.5
20210602|Art_13|85515|1571075.6135|1.16|5.23
20210317|Art_13|56895|1067379.2171|1.17|5
20201028|Art_13|32371|626698.7467|1.09|4.46
20200506|Art_13|37965|777140.7904|1.05|2.72
20190612|Art_13|94613|1677613.2301|1|5.54
20201007|Art_13|48682|898631.8078|1.09|4.68
20200722|Art_13|79547|1434119.6466|1.09|4.56
20200715|Art_13|91663|1657584.1872|1.09|4.54
20200930|Art_13|49212|902579.7645|1.08|4.57
20190828|Art_13|38845|828940.99|1|5.38
20190731|Art_13|72715|1302430.7598|1|5.45
20201223|Art_13|22272|494913.11|1.09|4.74
20191127|Art_13|26824|562583.96|1.07|4.64
20190116|Art_13|37842|678011.7844|1|4.98
20210210|Art_13|25512|565946.36|1.17|4.58
20200819|Art_13|43027|841876.6067|1.09|4.64
20200923|Art_13|47205|865325.7273|1.08|4.45
20200108|Art_13|51643|943359.7855|1.11|5.19
20210324|Art_13|31170|690181.89|1.17|4.47
20190227|Art_13|54805|943214.755|1|5.12
20200318|Art_13|48121|978136.5645|1.06|5.26
20201209|Art_13|18633|414084.1198|1.09|3.84
20200122|Art_13|45865|856250.9959|1.11|5.35
20210407|Art_13|34102|758529.6201|1.17|4.99
20210106|Art_13|25433|553880.0607|1.17|4.79
20190213|Art_13|22105|445681.6|1|5
20200101|Art_13|27315|570131.45|1.07|4.72
20200708|Art_13|40502|812815.2457|1.09|3.12
